idx,lower,upper,steps,time
459, -5.114496469497681, -3.095173633363587, 1, 0.86520105
460, -5.495015859603882, -4.020111290409032, 1, 0.847827811
461, 0.009645462036132812, 2.69372272947981, 1, 0.707546185
462, -7.255224227905273, -6.140951325519241, 1, 0.737472662
463, -3.009589910507202, -1.8955745570331684, 1, 0.826468448
464, -8.767218589782715, -7.488808203392061, 1, 0.830045935
465, -0.4796266555786133, 0.8211610066735466, 46, 60.320299368
466, -3.5635719299316406, -2.1248654506463573, 1, 0.819106698
467, -5.099673748016357, -3.6432575862868526, 1, 0.747201793
468, -4.382507801055908, -2.9244357961607674, 1, 0.853693734
469, -0.6043205261230469, 0.9874816802961881, 46, 60.303759376
470, -4.769941329956055, -4.012646270042952, 1, 0.830622366
471, -4.952925205230713, -3.097740385428733, 1, 0.847946658
